CBSA,MDIV,STCOU,NAME,LSAD,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019,NPOPCHG2010,NPOPCHG2011,NPOPCHG2012,NPOPCHG2013,NPOPCHG2014,NPOPCHG2015,NPOPCHG2016,NPOPCHG2017,NPOPCHG2018,NPOPCHG2019,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,BIRTHS2015,BIRTHS2016,BIRTHS2017,BIRTHS2018,BIRTHS2019,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,DEATHS2015,DEATHS2016,DEATHS2017,DEATHS2018,DEATHS2019,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,NATURALINC2014,NATURALINC2015,NATURALINC2016,NATURALINC2017,NATURALINC2018,NATURALINC2019,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,INTERNATIONALMIG2014,INTERNATIONALMIG2015,INTERNATIONALMIG2016,INTERNATIONALMIG2017,INTERNATIONALMIG2018,INTERNATIONALMIG2019,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,DOMESTICMIG2014,DOMESTICMIG2015,DOMESTICMIG2016,DOMESTICMIG2017,DOMESTICMIG2018,DOMESTICMIG2019,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,NETMIG2014,NETMIG2015,NETMIG2016,NETMIG2017,NETMIG2018,NETMIG2019,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014,RESIDUAL2015,RESIDUAL2016,RESIDUAL2017,RESIDUAL2018,RESIDUAL2019
14740,,,"Bremerton-Silverdale-Port Orchard, WA",Metropolitan Statistical Area,251133,251143,251681,254297,254339,252401,253387,259232,263142,266289,269276,271473,538,2616,42,-1938,986,5845,3910,3147,2987,2197,765,2961,3027,2876,2933,3039,3103,3076,3046,3023,506,2030,1919,2015,2085,2154,2167,2257,2285,2375,259,931,1108,861,848,885,936,819,761,648,116,150,542,235,303,370,227,138,-8,75,182,1530,-1610,-3095,-112,4529,2740,2184,2230,1469,298,1680,-1068,-2860,191,4899,2967,2322,2222,1544,-19,5,2,61,-53,61,7,6,4,5
14860,,,"Bridgeport-Stamford-Norwalk, CT",Metropolitan Statistical Area,916829,916904,919355,928000,935099,939924,944196,944943,944347,943038,943971,943332,2451,8645,7099,4825,4272,747,-596,-1309,933,-639,2721,10408,10202,10053,10090,10186,10076,9980,9628,9603,1505,6452,6306,6620,6530,6763,6757,6893,6955,6960,1216,3956,3896,3433,3560,3423,3319,3087,2673,2643,797,4608,5465,3711,6057,5138,4473,4394,5483,4737,490,113,-2171,-2215,-5358,-7854,-8417,-8845,-7265,-8080,1287,4721,3294,1496,699,-2716,-3944,-4451,-1782,-3343,-52,-32,-91,-104,13,40,29,55,42,61
15180,,,"Brownsville-Harlingen, TX",Metropolitan Statistical Area,406220,406215,407630,413201,415877,417357,419005,419450,421350,422227,422139,423163,1415,5571,2676,1480,1648,445,1900,877,-88,1024,1818,7816,7360,7370,7361,7250,7075,6644,6246,6202,598,2328,2369,2461,2604,2661,2668,2652,2790,2788,1220,5488,4991,4909,4757,4589,4407,3992,3456,3414,93,744,620,391,632,682,749,238,40,11,137,-644,-2970,-3872,-3782,-4861,-3257,-3364,-3590,-2407,230,100,-2350,-3481,-3150,-4179,-2508,-3126,-3550,-2396,-35,-17,35,52,41,35,1,11,6,6
15260,,,"Brunswick, GA",Metropolitan Statistical Area,112370,112385,112534,112895,113281,113781,114607,115779,116571,117587,118282,118779,149,361,386,500,826,1172,792,1016,695,497,337,1347,1271,1370,1312,1310,1301,1281,1288,1248,248,1081,1018,1143,1103,1172,1194,1201,1291,1280,89,266,253,227,209,138,107,80,-3,-32,4,29,97,117,93,46,68,25,16,8,60,71,21,157,533,985,619,911,685,522,64,100,118,274,626,1031,687,936,701,530,-4,-5,15,-1,-9,3,-2,0,-3,-1
15380,,,"Buffalo-Cheektowaga, NY",Metropolitan Statistical Area,1135509,1135614,1135627,1135562,1134619,1134974,1135060,1133002,1130232,1129882,1129777,1127983,13,-65,-943,355,86,-2058,-2770,-350,-105,-1794,3095,11938,11981,12227,12173,12584,12245,11851,11968,11823,2847,12118,11681,12179,12032,12345,12169,12307,12064,12147,248,-180,300,48,141,239,76,-456,-96,-324,538,2469,2743,2595,2960,3095,3177,2668,2526,1339,-661,-2318,-3864,-2140,-2862,-5343,-6003,-2523,-2505,-2783,-123,151,-1121,455,98,-2248,-2826,145,21,-1444,-112,-36,-122,-148,-153,-49,-20,-39,-30,-26
15500,,,"Burlington, NC",Metropolitan Statistical Area,151131,151155,151431,152692,153265,154162,155384,157037,160283,163276,166514,169509,276,1261,573,897,1222,1653,3246,2993,3238,2995,479,1760,1708,1798,1730,1779,1819,1857,2008,1976,391,1459,1494,1591,1548,1636,1693,1637,1661,1646,88,301,214,207,182,143,126,220,347,330,15,22,60,78,96,134,82,69,78,67,176,938,331,629,951,1377,3021,2694,2806,2588,191,960,391,707,1047,1511,3103,2763,2884,2655,-3,0,-32,-17,-7,-1,17,10,7,10
15540,,,"Burlington-South Burlington, VT",Metropolitan Statistical Area,211261,211264,211538,213235,213962,214827,215676,217152,217447,218975,219939,220411,274,1697,727,865,849,1476,295,1528,964,472,574,2144,2237,2215,2270,2221,2175,2189,2008,2087,324,1405,1462,1487,1508,1653,1585,1607,1651,1600,250,739,775,728,762,568,590,582,357,487,68,764,188,263,283,1584,514,1358,349,323,-18,195,-190,-89,-153,-658,-808,-406,263,-333,50,959,-2,174,130,926,-294,952,612,-10,-26,-1,-46,-37,-43,-18,-1,-6,-5,-5
15680,,,"California-Lexington Park, MD",Metropolitan Statistical Area,105151,105144,105761,107566,108800,109224,109913,110985,111750,112487,112720,113510,617,1805,1234,424,689,1072,765,737,233,790,363,1484,1391,1381,1391,1513,1437,1340,1371,1319,202,648,699,752,756,780,788,810,893,874,161,836,692,629,635,733,649,530,478,445,62,75,298,192,141,201,132,106,56,60,372,890,262,-393,-71,150,-11,106,-300,288,434,965,560,-201,70,351,121,212,-244,348,22,4,-18,-4,-16,-12,-5,-5,-1,-3
15940,,,"Canton-Massillon, OH",Metropolitan Statistical Area,404422,404425,404218,403331,403429,403365,403675,402433,401068,399327,398330,397520,-207,-887,98,-64,310,-1242,-1365,-1741,-997,-810,1141,4382,4323,4324,4585,4519,4497,4398,4307,4254,1015,4395,4258,4461,4272,4569,4444,4778,4646,4395,126,-13,65,-137,313,-50,53,-380,-339,-141,45,117,150,208,90,162,144,108,24,25,-347,-977,-38,-65,-18,-1323,-1553,-1458,-668,-677,-302,-860,112,143,72,-1161,-1409,-1350,-644,-652,-31,-14,-79,-70,-75,-31,-9,-11,-14,-17
15980,,,"Cape Coral-Fort Myers, FL",Metropolitan Statistical Area,618754,618755,620449,631053,644197,659834,677232,699644,722649,740000,754470,770577,1694,10604,13144,15637,17398,22412,23005,17351,14470,16107,1536,6264,6398,6363,6362,6633,6764,6555,6886,6760,1464,6066,6049,6180,6346,6630,6926,7216,7646,7950,72,198,349,183,16,3,-162,-661,-760,-1190,540,2477,2184,2186,2362,3326,3852,3927,2995,2183,1086,7915,10319,13001,14618,18818,19226,14026,12202,15043,1626,10392,12503,15187,16980,22144,23078,17953,15197,17226,-4,14,292,267,402,265,89,59,33,71
16020,,,"Cape Girardeau, MO-IL",Metropolitan Statistical Area,96275,96270,96447,96982,97210,97177,97405,97316,97109,96819,96868,96765,177,535,228,-33,228,-89,-207,-290,49,-103,290,1155,1197,1139,1147,1141,1105,1123,1078,1080,200,1033,919,966,982,1034,1035,1067,984,948,90,122,278,173,165,107,70,56,94,132,20,139,114,92,129,182,118,173,125,128,65,275,-158,-305,-56,-374,-392,-522,-162,-362,85,414,-44,-213,73,-192,-274,-349,-37,-234,2,-1,-6,7,-10,-4,-3,3,-8,-1
16060,,,"Carbondale-Marion, IL",Metropolitan Statistical Area,139157,139148,139409,139956,138698,140077,139658,139419,138634,137352,136694,135764,261,547,-1258,1379,-419,-239,-785,-1282,-658,-930,377,1587,1535,1588,1584,1656,1624,1531,1463,1431,240,1366,1356,1374,1323,1329,1320,1392,1421,1409,137,221,179,214,261,327,304,139,42,22,60,279,306,313,277,243,243,282,217,212,76,46,-1808,841,-966,-810,-1340,-1711,-917,-1166,136,325,-1502,1154,-689,-567,-1097,-1429,-700,-954,-12,1,65,11,9,1,8,8,0,2
16180,,,"Carson City, NV",Metropolitan Statistical Area,55274,55269,54981,54676,54312,53726,54082,54068,54147,54532,55202,55916,-288,-305,-364,-586,356,-14,79,385,670,714,143,585,550,574,548,616,616,634,563,598,187,633,657,698,629,677,902,764,661,637,-44,-48,-107,-124,-81,-61,-286,-130,-98,-39,-4,-49,-51,-23,-3,28,-10,-4,-22,-43,-258,-207,-200,-451,437,26,374,519,787,795,-262,-256,-251,-474,434,54,364,515,765,752,18,-1,-6,12,3,-7,1,0,3,1
16220,,,"Casper, WY",Metropolitan Statistical Area,75450,75448,75470,76399,78565,81103,81377,82137,80909,79586,79175,79858,22,929,2166,2538,274,760,-1228,-1323,-411,683,259,1028,1042,1141,1215,1180,1133,1064,981,953,186,664,657,714,701,733,737,722,693,734,73,364,385,427,514,447,396,342,288,219,18,-24,37,32,-40,96,74,108,102,103,-63,586,1675,2018,-189,225,-1705,-1786,-802,361,-45,562,1712,2050,-229,321,-1631,-1678,-700,464,-6,3,69,61,-11,-8,7,13,1,0
16300,,,"Cedar Rapids, IA",Metropolitan Statistical Area,257940,257948,258440,261028,261916,262706,264300,266312,268224,270653,272061,273032,492,2588,888,790,1594,2012,1912,2429,1408,971,891,3133,3222,3197,3215,3422,3347,3306,3248,3214,447,2032,2059,2121,2086,2213,2222,2198,2243,2266,444,1101,1163,1076,1129,1209,1125,1108,1005,948,93,396,253,427,435,378,385,409,184,185,-15,1095,-486,-695,83,447,419,920,231,-149,78,1491,-233,-268,518,825,804,1329,415,36,-30,-4,-42,-18,-53,-22,-17,-8,-12,-13
16540,,,"Chambersburg-Waynesboro, PA",Metropolitan Statistical Area,149618,149631,149925,150934,151482,151945,152607,153048,153705,154376,154579,155027,294,1009,548,463,662,441,657,671,203,448,495,1861,1937,1784,1885,1859,1855,1841,1747,1730,294,1395,1387,1434,1407,1577,1546,1592,1665,1632,201,466,550,350,478,282,309,249,82,98,35,172,161,142,173,160,205,151,209,53,76,377,-135,3,45,23,155,280,-81,306,111,549,26,145,218,183,360,431,128,359,-18,-6,-28,-32,-34,-24,-12,-9,-7,-9
16580,,,"Champaign-Urbana, IL",Metropolitan Statistical Area,217810,217806,218255,219876,221131,222854,224351,225732,226722,226847,226284,226033,449,1621,1255,1723,1497,1381,990,125,-563,-251,652,2485,2598,2511,2632,2618,2581,2520,2439,2405,336,1391,1324,1455,1403,1459,1469,1551,1493,1548,316,1094,1274,1056,1229,1159,1112,969,946,857,381,2074,1812,1929,1858,2063,1803,2126,1632,1607,-242,-1559,-1857,-1271,-1596,-1852,-1933,-2997,-3158,-2732,139,515,-45,658,262,211,-130,-871,-1526,-1125,-6,12,26,9,6,11,8,27,17,17
16620,,,"Charleston, WV",Metropolitan Statistical Area,278009,277985,277805,276817,276704,275412,273606,270858,268130,264227,260280,257074,-180,-988,-113,-1292,-1806,-2748,-2728,-3903,-3947,-3206,770,3134,3214,3221,3186,2953,2907,2836,2707,2631,878,3531,3311,3470,3498,3607,3493,3663,3653,3551,-108,-397,-97,-249,-312,-654,-586,-827,-946,-920,4,112,128,57,136,153,121,54,-24,-25,-48,-691,-88,-1068,-1626,-2250,-2260,-3130,-2979,-2259,-44,-579,40,-1011,-1490,-2097,-2139,-3076,-3003,-2284,-28,-12,-56,-32,-4,3,-3,0,2,-2
16700,,,"Charleston-North Charleston, SC",Metropolitan Statistical Area,664607,664645,667450,681262,696839,711272,726836,745185,761578,775537,788122,802122,2805,13812,15577,14433,15564,18349,16393,13959,12585,14000,2152,9035,9189,9052,9308,9788,9551,9439,9331,9350,1147,4885,4894,5061,5193,5614,5650,6015,6399,6526,1005,4150,4295,3991,4115,4174,3901,3424,2932,2824,210,203,1309,878,1050,1314,902,815,762,788,1502,9394,9638,9334,10122,12672,11526,9669,8860,10340,1712,9597,10947,10212,11172,13986,12428,10484,9622,11128,88,65,335,230,277,189,64,51,31,48
16740,,,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area,2243960,2243963,2250121,2281230,2318671,2358660,2400483,2447898,2499697,2550373,2592950,2636883,6158,31109,37441,39989,41823,47415,51799,50676,42577,43933,7294,29572,29546,29422,29789,30742,31238,31340,31168,31214,3920,16648,16599,17672,17847,18634,18873,19363,20229,20609,3374,12924,12947,11750,11942,12108,12365,11977,10939,10605,1060,2990,4522,5138,5346,5934,6608,7310,5612,5120,1764,15137,19583,22751,24159,29111,32691,31267,25975,28142,2824,18127,24105,27889,29505,35045,39299,38577,31587,33262,-40,58,389,350,376,262,135,122,51,66
16820,,,"Charlottesville, VA",Metropolitan Statistical Area,201559,201569,201891,203617,205532,206755,209187,211494,213675,216104,217335,218615,322,1726,1915,1223,2432,2307,2181,2429,1231,1280,608,2204,2221,2224,2307,2240,2266,2276,2352,2290,424,1480,1477,1637,1554,1729,1652,1704,1692,1726,184,724,744,587,753,511,614,572,660,564,129,580,790,715,865,834,801,739,328,332,23,425,390,-57,828,971,773,1121,246,387,152,1005,1180,658,1693,1805,1574,1860,574,719,-14,-3,-9,-22,-14,-9,-7,-3,-3,-3
16860,,,"Chattanooga, TN-GA",Metropolitan Statistical Area,528143,528126,529131,533621,538103,542181,544183,547205,551859,555953,560832,565194,1005,4490,4482,4078,2002,3022,4654,4094,4879,4362,1576,6061,6313,6263,6221,6408,6408,6277,6412,6274,1191,4910,5196,5290,5382,5654,5646,6061,5931,5938,385,1151,1117,973,839,754,762,216,481,336,43,589,349,469,334,375,372,421,452,424,584,2742,2927,2642,898,1921,3522,3462,3944,3595,627,3331,3276,3111,1232,2296,3894,3883,4396,4019,-7,8,89,-6,-69,-28,-2,-5,2,7
16940,,,"Cheyenne, WY",Metropolitan Statistical Area,91738,91885,92236,92576,94697,95707,96036,96969,97887,98377,98865,99500,351,340,2121,1010,329,933,918,490,488,635,359,1292,1220,1251,1231,1313,1314,1300,1280,1269,234,770,720,747,722,849,814,774,851,874,125,522,500,504,509,464,500,526,429,395,48,-58,199,89,-3,161,27,7,-42,1,169,-121,1360,420,-158,319,391,-35,103,242,217,-179,1559,509,-161,480,418,-28,61,243,9,-3,62,-3,-19,-11,0,-8,-2,-3
16980,,,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan Statistical Area,9461105,9461537,9470634,9500870,9528090,9550194,9560430,9552554,9533662,9514113,9484158,9458539,9097,30236,27220,22104,10236,-7876,-18892,-19549,-29955,-25619,32246,123448,121743,119173,119154,120057,117389,113966,110384,108425,16097,66704,66884,68807,67706,71109,70159,72506,73266,74501,16149,56744,54859,50366,51448,48948,47230,41460,37118,33924,3861,25424,22137,22226,23536,24647,19870,23793,16342,15257,-10705,-52010,-49491,-50195,-64813,-81741,-86136,-84976,-83582,-74950,-6844,-26586,-27354,-27969,-41277,-57094,-66266,-61183,-67240,-59693,-208,78,-285,-293,65,270,144,174,167,150
17020,,,"Chico, CA",Metropolitan Statistical Area,220000,220005,219949,219975,220869,221641,223516,224631,226231,228696,230339,219186,-56,26,894,772,1875,1115,1600,2465,1643,-11153,622,2443,2403,2321,2503,2475,2464,2443,2431,2422,516,2179,2247,2304,2170,2330,2403,2501,2568,2527,106,264,156,17,333,145,61,-58,-137,-105,39,70,134,218,316,256,226,179,99,103,-181,-301,629,555,1235,733,1316,2335,1684,-11249,-142,-231,763,773,1551,989,1542,2514,1783,-11146,-20,-7,-25,-18,-9,-19,-3,9,-3,98
17140,,,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,2137667,2137713,2140715,2146208,2152554,2162060,2172190,2181427,2191572,2202558,2211936,2221208,3002,5493,6346,9506,10130,9237,10145,10986,9378,9272,6956,27778,27731,27813,27304,27608,27069,26801,27228,26892,4084,18302,18391,18749,18873,19971,19885,20666,20363,20279,2872,9476,9340,9064,8431,7637,7184,6135,6865,6613,699,2900,3364,4741,3713,4488,4404,3357,1944,1547,-485,-6881,-6180,-4108,-1705,-2678,-1355,1622,633,1193,214,-3981,-2816,633,2008,1810,3049,4979,2577,2740,-84,-2,-178,-191,-309,-210,-88,-128,-64,-81
17300,,,"Clarksville, TN-KY",Metropolitan Statistical Area,273949,273942,274959,277405,287393,285441,289628,292878,293712,298635,304301,307820,1017,2446,9988,-1952,4187,3250,834,4923,5666,3519,1210,4734,5225,5253,5051,5384,5285,4980,5107,5245,501,1932,1996,2098,2066,2098,2143,2201,2397,2379,709,2802,3229,3155,2985,3286,3142,2779,2710,2866,229,327,2412,1121,763,1101,457,101,-228,-55,56,-701,4161,-6350,380,-1141,-2765,2022,3160,696,285,-374,6573,-5229,1143,-40,-2308,2123,2932,641,23,18,186,122,59,4,0,21,24,12
17420,,,"Cleveland, TN",Metropolitan Statistical Area,115788,115747,115896,116569,117673,118410,119455,120543,121184,122180,123968,124942,149,673,1104,737,1045,1088,641,996,1788,974,329,1243,1340,1326,1394,1385,1345,1349,1432,1406,243,1169,1159,1196,1164,1320,1214,1341,1321,1348,86,74,181,130,230,65,131,8,111,58,7,89,74,110,63,134,121,140,180,170,64,513,831,502,762,892,394,848,1495,750,71,602,905,612,825,1026,515,988,1675,920,-8,-3,18,-5,-10,-3,-5,0,2,-4
17460,,,"Cleveland-Elyria, OH",Metropolitan Statistical Area,2077240,2077277,2075478,2068989,2064776,2067100,2067356,2064012,2060997,2057238,2053795,2048449,-1799,-6489,-4213,2324,256,-3344,-3015,-3759,-3443,-5346,5890,23571,23066,23122,23499,23455,23068,22583,22266,22003,5134,21076,21149,21414,20604,21437,21465,22354,21947,21464,756,2495,1917,1708,2895,2018,1603,229,319,539,669,3229,3687,4999,4640,5023,4957,4099,3582,1433,-3227,-12228,-9744,-4145,-7071,-10291,-9514,-8014,-7279,-7250,-2558,-8999,-6057,854,-2431,-5268,-4557,-3915,-3697,-5817,3,15,-73,-238,-208,-94,-61,-73,-65,-68
17660,,,"Coeur d'Alene, ID",Metropolitan Statistical Area,138494,138466,138848,140932,142084,143897,146529,149367,153019,157320,161209,165697,382,2084,1152,1813,2632,2838,3652,4301,3889,4488,412,1735,1684,1711,1792,1803,1808,1826,1760,1815,254,1234,1227,1242,1270,1342,1338,1453,1457,1503,158,501,457,469,522,461,470,373,303,312,-16,-12,-32,-55,-69,-47,-79,-99,-118,-118,237,1591,743,1398,2143,2404,3249,4011,3694,4277,221,1579,711,1343,2074,2357,3170,3912,3576,4159,3,4,-16,1,36,20,12,16,10,17
17780,,,"College Station-Bryan, TX",Metropolitan Statistical Area,228660,228668,229458,231435,234148,237816,242830,250567,254391,259123,261335,264728,790,1977,2713,3668,5014,7737,3824,4732,2212,3393,762,3007,2980,3043,3095,3317,3270,3192,3053,3041,326,1201,1249,1309,1344,1481,1433,1400,1479,1530,436,1806,1731,1734,1751,1836,1837,1792,1574,1511,304,1148,1344,1325,1769,1686,1509,1466,1051,1063,64,-985,-340,614,1481,4145,481,1467,-423,820,368,163,1004,1939,3250,5831,1990,2933,628,1883,-14,8,-22,-5,13,70,-3,7,10,-1
17820,,,"Colorado Springs, CO",Metropolitan Statistical Area,645613,645612,650500,660674,669448,678565,686562,697389,712335,724773,737202,745791,4888,10174,8774,9117,7997,10827,14946,12438,12429,8589,2307,9453,9319,9252,9379,9631,9665,9669,9625,9688,889,3803,3917,4037,4234,4305,4464,4769,5032,5043,1418,5650,5402,5215,5145,5326,5201,4900,4593,4645,450,883,2674,1506,1367,2011,992,471,343,523,2817,3630,829,2424,1560,3503,8704,7026,7458,3399,3267,4513,3503,3930,2927,5514,9696,7497,7801,3922,203,11,-131,-28,-75,-13,49,41,35,22
17860,,,"Columbia, MO",Metropolitan Statistical Area,190387,190398,190947,194030,196540,198824,200492,202152,204049,205725,206746,208173,549,3083,2510,2284,1668,1660,1897,1676,1021,1427,579,2386,2435,2470,2530,2358,2393,2415,2340,2324,341,1253,1235,1350,1283,1420,1263,1409,1423,1427,238,1133,1200,1120,1247,938,1130,1006,917,897,157,843,535,517,683,738,499,712,525,534,147,1098,763,649,-238,3,268,-39,-424,0,304,1941,1298,1166,445,741,767,673,101,534,7,9,12,-2,-24,-19,0,-3,3,-4
17900,,,"Columbia, SC",Metropolitan Statistical Area,767598,767469,769646,776195,783250,790842,798882,809136,817188,824939,831690,838433,2177,6549,7055,7592,8040,10254,8052,7751,6751,6743,2449,9466,9470,9363,9297,9443,9506,9264,9226,9110,1567,5974,6076,6585,6421,6804,6784,6902,7210,7269,882,3492,3394,2778,2876,2639,2722,2362,2016,1841,342,884,1702,1457,1533,1855,1290,1417,1530,1440,930,2180,2057,3407,3671,5749,4058,3995,3218,3473,1272,3064,3759,4864,5204,7604,5348,5412,4748,4913,23,-7,-98,-50,-40,11,-18,-23,-13,-11
17980,,,"Columbus, GA-AL",Metropolitan Statistical Area,307788,308478,309476,315305,322721,327844,325273,322772,319040,315942,318211,321048,998,5829,7416,5123,-2571,-2501,-3732,-3098,2269,2837,1191,4598,5053,4756,4731,4667,4476,4335,4332,4313,579,2815,2796,2814,2801,2958,3131,3226,3146,3129,612,1783,2257,1942,1930,1709,1345,1109,1186,1184,231,323,1891,1095,814,1271,1055,507,285,358,126,3690,3161,1917,-5484,-5562,-6163,-4731,795,1300,357,4013,5052,3012,-4670,-4291,-5108,-4224,1080,1658,29,33,107,169,169,81,31,17,3,-5
18020,,,"Columbus, IN",Metropolitan Statistical Area,76794,76783,76818,77620,79001,79655,80497,81458,82231,82213,82722,83779,35,802,1381,654,842,961,773,-18,509,1057,247,982,1068,1050,1096,1083,1092,1050,1034,1015,205,712,701,679,771,739,733,813,708,734,42,270,367,371,325,344,359,237,326,281,69,258,315,298,413,410,578,383,621,629,-72,275,681,-2,123,212,-161,-637,-440,151,-3,533,996,296,536,622,417,-254,181,780,-4,-1,18,-13,-19,-5,-3,-1,2,-4
18140,,,"Columbus, OH",Metropolitan Statistical Area,1901974,1902008,1906366,1926338,1947208,1974061,2001635,2027568,2052192,2082581,2104194,2122271,4358,19972,20870,26853,27574,25933,24624,30389,21613,18077,6683,26242,26593,27260,27475,27531,27679,27517,27215,27096,3362,14185,14278,14895,14738,15776,15735,16380,16612,16704,3321,12057,12315,12365,12737,11755,11944,11137,10603,10392,1050,4871,5966,8059,6932,8408,8484,6685,4366,4032,117,3052,2646,6433,7971,5858,4241,12552,6685,3746,1167,7923,8612,14492,14903,14266,12725,19237,11051,7778,-130,-8,-57,-4,-66,-88,-45,15,-41,-93
18580,,,"Corpus Christi, TX",Metropolitan Statistical Area,405027,405025,404676,407721,413199,419080,423313,427621,428953,428445,428697,429024,-349,3045,5478,5881,4233,4308,1332,-508,252,327,1352,5580,5577,5869,6093,6182,5935,5608,5482,5382,891,3215,3244,3451,3430,3434,3467,3561,3692,3560,461,2365,2333,2418,2663,2748,2468,2047,1790,1822,124,486,758,655,799,867,779,621,403,392,-960,201,2388,2792,831,723,-1907,-3178,-1942,-1889,-836,687,3146,3447,1630,1590,-1128,-2557,-1539,-1497,26,-7,-1,16,-60,-30,-8,2,1,2
18700,,,"Corvallis, OR",Metropolitan Statistical Area,85579,85581,85574,86266,86678,86167,87215,88333,89918,91790,92442,93053,-7,692,412,-511,1048,1118,1585,1872,652,611,195,764,734,714,721,717,752,748,684,701,100,549,570,546,552,575,599,598,563,584,95,215,164,168,169,142,153,150,121,117,94,601,417,321,500,472,937,558,324,331,-206,-124,-158,-1028,383,508,496,1158,211,168,-112,477,259,-707,883,980,1433,1716,535,499,10,0,-11,28,-4,-4,-1,6,-4,-5
18880,,,"Crestview-Fort Walton Beach-Destin, FL",Metropolitan Statistical Area,235865,235870,235932,238704,246952,251881,255801,260814,265492,271499,277666,284809,62,2772,8248,4929,3920,5013,4678,6007,6167,7143,749,3234,3330,3290,3549,3649,3592,3479,3484,3472,465,2075,2012,2161,2171,2400,2412,2463,2603,2658,284,1159,1318,1129,1378,1249,1180,1016,881,814,196,198,889,506,464,699,529,352,60,81,-460,1414,5838,3229,2052,3030,2956,4611,5205,6213,-264,1612,6727,3735,2516,3729,3485,4963,5265,6294,42,1,203,65,26,35,13,28,21,35
19060,,,"Cumberland, MD-WV",Metropolitan Statistical Area,103299,103272,103170,102629,101833,101267,100587,99879,99428,98575,97894,97284,-102,-541,-796,-566,-680,-708,-451,-853,-681,-610,268,978,957,1001,995,910,926,915,909,889,286,1220,1210,1243,1190,1283,1256,1288,1224,1217,-18,-242,-253,-242,-195,-373,-330,-373,-315,-328,5,41,69,63,89,95,73,73,37,38,-83,-339,-615,-378,-571,-426,-189,-548,-401,-317,-78,-298,-546,-315,-482,-331,-116,-475,-364,-279,-6,-1,3,-9,-3,-4,-5,-5,-2,-3
